Name,"Position Name","Activity Name",Date,"Start Time","End Time","Field Time","Total Distance (m)","HSR Total distance (m)","VHSR Total Distance (m)","SPR Total Distance (m)","SPR + Total Distance (m)","Acceleration B2-3 Total Efforts (Gen 2)","Deceleration B2-3 Total Efforts (Gen 2)","VHSR + SPR effort","Sprint effort","Meterage Per Minute","Maximum Velocity (km/h)"
"Alizée MEREAU",Attaquante,"Fleury - RCL",01/11/2025,16:15:32,19:11:57,39,2916.94031,536.85,241.94,20.92,65.38,4,0,15,3,74.37633,27.47179
"Madelynn ANDERSON",Gardienne,"Fleury - RCL",01/11/2025,16:12:25,19:11:57,43,3131.76245,35.4,0,0,0,0,2,0,0,73.13528,18.2339
"Laureen OILLIC","Défenseur Central","Fleury - RCL",01/11/2025,16:15:32,17:49:25,50,4209.42688,200.17,58.65,34.74,26.55,5,5,6,3,84.37191,27.44249
"Sofia GUELLATI","Défenseur Central","Fleury - RCL",01/11/2025,16:15:32,19:11:57,59,4731.3974,453.92,349.32,37.53,27.25,10,5,15,3,80.81044,27.39898
"Carla POLITO",Sentinelle,"Fleury - RCL",01/11/2025,16:15:32,19:11:57,63,5548.4126,995.73999,149.11,43.19,0,13,2,10,3,88.10803,24.75442
"Dayana PIERRE LOUIS",Sentinelle,"Fleury - RCL",01/11/2025,16:15:32,19:11:57,66,4849.51453,554.90001,118.74,14.9,0,3,11,10,2,73.66165,24.00007
"Kaina EL KOUMIR",Attaquante,"Fleury - RCL",01/11/2025,16:15:32,19:11:57,71,5909.58435,875.85999,341.10999,74.74,47.31,17,11,26,5,82.99784,26.84741
"Clara BERTRAND",Sentinelle,"Fleury - RCL",01/11/2025,16:15:32,18:56:14,96,10256.91431,1098.86002,402.45001,25.75,0,11,23,30,2,107.21737,23.9641
"Fany PRONIEZ",Piston,"Fleury - RCL",01/11/2025,16:15:32,18:56:14,96,9336.69165,861.11998,486.7,136.48,117.61,13,28,37,13,97.59812,29.04613
"Tess DAVID",Sentinelle,"Fleury - RCL",01/11/2025,16:15:32,18:56:14,104,11689.41357,1384.30002,563.59999,124.02,0,11,32,35,6,112.72319,25.1096
"Jennifer LIMAGE","Défenseur Central","Fleury - RCL",01/11/2025,16:15:32,18:56:14,104,10533.60498,916.33001,385.67999,141.99,25.2,19,32,31,9,101.38865,26.20272
"Manon REVELLI",Piston,"Fleury - RCL",01/11/2025,16:15:32,18:56:14,107,10364.12854,1389.79004,690.56,83.56,30.11,7,24,49,6,97.00577,27.68899
"Blandine JOLY",Gardienne,"Fleury - RCL",01/11/2025,16:12:25,18:56:14,126,7339.04248,122.58,0,0,0,4,8,0,0,58.29912,19.02141
"Emma SMAALI","Défenseur Central","Fleury - RCL",01/11/2025,16:15:32,18:56:14,128,12027.94312,1016.14999,355.97,40.09,0,7,10,24,2,94.22792,23.65081
"Louann ARCHIER",Attaquante,"Fleury - RCL",01/11/2025,16:15:32,18:56:14,128,14209.49634,1399.37004,681.00999,215.91999,220.17,23,39,59,21,111.3184,29.19193
"Naomie VAGRE",Attaquante,"Fleury - RCL",01/11/2025,16:15:32,18:56:14,128,12288.96948,1169.54999,444.56001,108.19,47.34,19,38,36,12,96.27283,28.25473
"Romane LEJEUNE","Défenseur Central","Fleury - RCL",01/11/2025,16:15:32,18:56:14,128,11537.07397,767.85,331.45,120.18,49.92,10,21,25,11,90.38241,28.28001
"Sherly JEUDY",Attaquante,"Fleury - RCL",01/11/2025,16:15:32,18:56:14,128,12788.37109,1246.29996,526.56,45.2,37.49,11,26,33,4,100.18518,26.94646
