Name,"Position Name","Activity Name",Date,"Start Time","End Time","Field Time","Total Distance (m)","HSR Total distance (m)","VHSR Total Distance (m)","SPR Total Distance (m)","SPR + Total Distance (m)","Acceleration B2-3 Total Efforts (Gen 2)","Deceleration B2-3 Total Efforts (Gen 2)","VHSR + SPR effort","Sprint effort","Meterage Per Minute","Maximum Velocity (km/h)"
"Jennifer MEUNIER",Piston,"Fleury - RCL",13/09/2025,14:14:55,14:45:40,31,1593.91626,8.83,0,0,0,1,0,0,0,51.81221,16.48466
"Blandine JOLY",Gardienne,"Fleury - RCL",13/09/2025,14:11:54,14:45:44,34,1958.04053,34.73,0.89,0,0,0,1,0,0,57.86001,19.12297
"Carla POLITO",Sentinelle,"Fleury - RCL",13/09/2025,14:14:55,16:54:12,50,3927.6051,313.90001,50.43,4.99,0,5,8,4,0,77.85221,23.29293
"Laurine PINOT","Défenseur Central","Fleury - RCL",13/09/2025,14:14:55,16:54:12,50,4135.08923,220.38001,60.81,26.63,14.85,3,4,5,2,81.96492,26.21129
"Emmy JEZEQUEL","Défenseur Central","Fleury - RCL",13/09/2025,14:14:55,16:54:12,56,4328.88025,257.53,82.69,14.76,5.57,1,5,5,1,77.356,25.62304
"Aude GBEDJISSI",Attaquante,"Fleury - RCL",13/09/2025,14:14:55,16:54:12,72,5829.70093,472.9,168.12,44.23,28.78,15,13,13,4,80.6427,27.75195
"Fany PRONIEZ",Piston,"Fleury - RCL",13/09/2025,14:14:55,16:54:12,72,5948.17371,428.26999,222,59.75,74.82,13,13,22,9,82.28154,29.28719
"Emma SMAALI","Défenseur Central","Fleury - RCL",13/09/2025,14:14:55,16:54:12,87,7818.37598,378.46999,150.16,15.96,0,4,9,10,1,89.4227,25.09396
"Sherly JEUDY",Attaquante,"Fleury - RCL",13/09/2025,14:14:55,16:54:12,87,8838.86523,691.46,298.9,25.04,0,11,26,23,2,101.09455,24.44936
"Sofia GUELLATI","Défenseur Central","Fleury - RCL",13/09/2025,14:14:55,16:54:12,104,9384.18286,555.2,185.99,15.63,0,8,11,17,1,90.43979,24.01358
"Manon REVELLI",Piston,"Fleury - RCL",13/09/2025,14:14:55,16:54:12,109,11142.77222,1206.1,419.05999,71.32,20.22,14,45,33,7,101.97203,25.94317
"Tess DAVID",Sentinelle,"Fleury - RCL",13/09/2025,14:14:55,16:54:12,109,11675.33398,1185.17998,204.53,15.36,0,7,34,15,2,106.84571,23.77322
"Dayana PIERRE LOUIS",Sentinelle,"Fleury - RCL",13/09/2025,14:14:55,16:54:12,129,12285.28052,815.10001,203.12,68.53,5.38,9,22,18,5,95.26526,25.48805
"Kaina EL KOUMIR",Attaquante,"Fleury - RCL",13/09/2025,14:14:55,16:54:12,129,12856.06519,1031.35001,415.10001,136.97,73.41,23,42,38,11,99.69136,27.35084
"Laureen OILLIC","Défenseur Central","Fleury - RCL",13/09/2025,14:14:55,16:54:12,129,12411.39404,753.50999,452.89,122.84,96.64,9,25,35,13,96.24319,27.53048
"Naomie VAGRE",Attaquante,"Fleury - RCL",13/09/2025,14:14:55,16:54:12,129,12551.28564,1088.52998,450.95999,148.92,67.25,15,46,41,13,97.32797,27.6618
"Romane LEJEUNE","Défenseur Central","Fleury - RCL",13/09/2025,14:14:55,16:54:12,129,10815.31445,654.59003,212.03001,50.05,76.45,14,21,17,7,83.86652,28.83915
"Madelynn ANDERSON",Gardienne,"Fleury - RCL",13/09/2025,14:11:54,16:54:12,130,5364.68335,25.68,4.22,0,0,7,4,0,0,41.24744,19.94203
