Name,"Position Name","Activity Name",Date,"Start Time","End Time","Field Time","Total Distance (m)","HSR Total distance (m)","VHSR Total Distance (m)","SPR Total Distance (m)","SPR + Total Distance (m)","Acceleration B2-3 Total Efforts (Gen 2)","Deceleration B2-3 Total Efforts (Gen 2)","VHSR + SPR effort","Sprint effort","Meterage Per Minute","Maximum Velocity (km/h)"
"Sherly JEUDY",Attaquante,PFC-RCL,30/08/2025,13:50:30,14:27:55,37,2745.93018,203.05,345.35001,52.22,12.44,8,5,16,4,73.38789,27.52409
"Sofia GUELLATI","Défenseur Central",PFC-RCL,30/08/2025,13:50:30,14:27:55,37,3195.72095,620.96997,208.67999,40.69,16.01,10,1,12,4,85.40902,26.96355
"Madelynn ANDERSON",Gardienne,PFC-RCL,30/08/2025,14:18:17,17:12:12,39,2162.94409,153.10999,0,0,0,0,1,0,0,55.67233,17.36977
"Alizée MEREAU",Attaquante,PFC-RCL,30/08/2025,14:20:15,17:12:12,41,1666.16595,575.15002,233.14,28.79,91.74,6,0,12,4,40.90759,28.17729
"Emmy JEZEQUEL","Défenseur Central",PFC-RCL,30/08/2025,14:20:15,17:12:12,53,2948.54239,439.72,594.28997,42.53,98.16,10,4,21,5,56.14346,27.99668
"Emma SMAALI","Défenseur Central",PFC-RCL,30/08/2025,14:20:15,17:12:12,53,3531.61444,675.26002,363.48001,70.72,5.52,6,6,21,4,66.5171,25.35862
"Jennifer MEUNIER",Piston,PFC-RCL,30/08/2025,14:20:15,17:12:12,56,4483.86218,749.26002,424.51999,81.96,10.34,8,6,22,5,79.86052,26.30069
"Lara KAZANDJIAN",Sentinelle,PFC-RCL,30/08/2025,14:20:15,17:12:12,57,3869.96008,927.10004,397.06,74.46,34.4,12,6,30,5,68.22739,27.89997
"Carla POLITO",Sentinelle,PFC-RCL,30/08/2025,14:20:15,17:12:12,61,4911.71851,978.03997,112.04,37.15,0,3,2,6,2,80.67339,25.14476
"Tess DAVID",Sentinelle,PFC-RCL,30/08/2025,14:20:15,17:12:12,61,4221.23599,1054.92999,213.45,10.24,0,7,7,15,1,69.33244,23.20484
"Laurine PINOT","Défenseur Central",PFC-RCL,30/08/2025,14:20:15,15:46:44,77,7528.81445,804.02002,204.86,0,0,5,17,18,0,97.63184,22.35346
"Manon REVELLI",Piston,PFC-RCL,30/08/2025,14:20:15,17:12:12,99,8235.02527,1061.67001,793.69,26.88,0,18,21,45,1,82.96837,24.09136
"Clara BERTRAND",Sentinelle,PFC-RCL,30/08/2025,14:20:15,16:53:50,105,11712.1792,1213.81996,390.71,60.62,23.56,32,33,32,5,111.8332,26.3541
"Dayana PIERRE LOUIS",Sentinelle,PFC-RCL,30/08/2025,14:20:15,16:53:50,105,9891.70789,557.27002,144.17,9.89,14.38,15,19,13,1,94.45051,27.48555
"Aude GBEDJISSI",Attaquante,PFC-RCL,30/08/2025,14:20:15,16:53:50,111,11558.2915,1086.79003,509.31001,122.61,53.25,38,36,36,14,104.41755,27.97641
"Louann ARCHIER",Attaquante,PFC-RCL,30/08/2025,14:20:15,16:53:50,111,12334.0708,1157.90002,579.05,132.32,123.37,32,37,47,16,111.42593,29.02218
"Laureen OILLIC","Défenseur Central",PFC-RCL,30/08/2025,14:20:15,16:53:50,115,11270.48291,817.72998,225.72,71.07,22.49,7,23,19,5,98.03674,25.79606
"Jennifer LIMAGE","Défenseur Central",PFC-RCL,30/08/2025,14:20:15,16:53:50,115,11319.479,960.67996,290.67,58.59,5.57,26,31,25,5,98.13457,25.55011
"Blandine JOLY",Gardienne,PFC-RCL,30/08/2025,14:18:17,16:53:50,125,8193.52698,170.16,30.8,6.8,0,8,6,2,1,65.61681,24.63048
"Fany PRONIEZ",Piston,PFC-RCL,30/08/2025,14:20:15,16:53:50,126,12128.71436,1151.59001,545.15001,142.8,139.27,30,61,49,16,96.17644,28.75921
"Naomie VAGRE",Attaquante,PFC-RCL,30/08/2025,14:20:15,16:53:50,126,12425.30859,955.75,393.29,108.45,87.42,17,31,38,10,98.52833,29.04674
"Romane LEJEUNE","Défenseur Central",PFC-RCL,30/08/2025,14:20:15,16:53:50,126,11377.04565,703.21999,256.24999,71.7,38,4,22,22,7,90.21597,27.64623
