Name,"Position Name","Activity Name",Date,"Start Time","End Time","Field Time","Total Distance (m)","HSR Total distance (m)","VHSR Total Distance (m)","SPR Total Distance (m)","SPR + Total Distance (m)","Acceleration B2-3 Total Efforts (Gen 2)","Deceleration B2-3 Total Efforts (Gen 2)","VHSR + SPR effort","Sprint effort","Meterage Per Minute","Maximum Velocity (km/h)"
"Alizée MEREAU",Attaquante,S71,06/11/2025,15:27:50,16:54:20,55,3349.08873,203.12,150.67,40.27,0,6,6,11,5,60.85914,24.81072
"Carla POLITO",Sentinelle,S71,06/11/2025,15:27:50,16:54:20,55,3122.86056,128.7,68.58,2.45,0,6,0,4,0,56.74816,23.11939
"Clara BERTRAND",Sentinelle,S71,06/11/2025,15:27:50,16:54:20,55,3647.22994,355.78,95.91,15.04,2.69,11,9,8,2,66.27692,25.44595
"Dayana PIERRE LOUIS",Sentinelle,S71,06/11/2025,15:27:50,16:54:20,55,3135.98579,211.24,117.52,41.6,0,12,8,11,4,56.98667,24.89225
"Emmy JEZEQUEL","Défenseur Central",S71,06/11/2025,15:27:50,16:54:20,55,3556.05438,356.15,59.52,30.03,0,9,11,6,3,64.62009,24.79108
"Fany PRONIEZ",Piston,S71,06/11/2025,15:27:50,16:54:20,55,3213.3885,249.81,199.12,38,12.03,13,13,15,3,58.39322,27.21675
"Jennifer LIMAGE","Défenseur Central",S71,06/11/2025,15:27:50,16:54:20,55,3612.20214,348.13,88.83,21.58,15.56,13,9,9,3,65.6404,26.87205
"Kaina EL KOUMIR",Attaquante,S71,06/11/2025,15:27:50,16:54:20,55,3392.09062,174.5,68.58,26.56,20.59,10,4,7,3,61.64057,27.22526
"Laurine PINOT","Défenseur Central",S71,06/11/2025,15:27:50,16:54:20,55,3416.54525,213.85,165.68,65.89,0,9,10,12,5,62.08495,25.04103
"Louann ARCHIER",Attaquante,S71,06/11/2025,15:27:50,16:54:20,55,3586.96546,324.36,245.48,42.72,6.28,21,15,19,4,65.1818,25.97594
"Manon REVELLI",Piston,S71,06/11/2025,15:27:50,16:54:20,55,3273.10413,364.72,186.84,61.97,1.71,10,6,14,3,59.47836,25.42355
"Naomie VAGRE",Attaquante,S71,06/11/2025,15:27:50,16:54:20,55,3482.75677,159.27,39.03,18.47,11.27,12,10,3,2,63.28814,26.80387
"Romane LEJEUNE","Défenseur Central",S71,06/11/2025,15:27:50,16:54:20,55,3326.1862,276.13,86.54,37,0,12,7,6,3,60.44296,24.96672
"Sherly JEUDY",Attaquante,S71,06/11/2025,15:27:50,16:54:20,55,3404.0822,332.06,158.09,14.63,0,11,8,12,2,61.85848,24.25646
"Sofia GUELLATI","Défenseur Central",S71,06/11/2025,15:27:50,16:54:20,55,3365.31434,223.64,105.21,22.77,0,7,8,8,2,61.15399,24.08243
"Tess DAVID",Sentinelle,S71,06/11/2025,15:27:50,16:54:20,55,3457.88911,262.56,122.02,39.21,0,7,7,6,2,62.83625,23.81503
"Blandine JOLY",Gardienne,S71,06/11/2025,15:27:50,16:54:20,84,3357.15851,18.57,11.61,0,0,0,3,1,0,40.01707,20.81419
"Madelynn ANDERSON",Gardienne,S71,06/11/2025,15:27:50,16:54:20,84,2867.65631,9.4,0,0,0,3,5,0,0,34.18224,18.67309
