Name,"Position Name","Activity Name",Date,"Start Time","End Time","Field Time","Total Distance (m)","HSR Total distance (m)","VHSR Total Distance (m)","SPR Total Distance (m)","SPR + Total Distance (m)","Acceleration B2-3 Total Efforts (Gen 2)","Deceleration B2-3 Total Efforts (Gen 2)","VHSR + SPR effort","Sprint effort","Meterage Per Minute","Maximum Velocity (km/h)"
"Aude GBEDJISSI",Attaquante,S23,14/08/2025,16:20:13,17:15:48,40,3392.15883,249.64,66.8,0,0,10,10,4,0,84.94838,22.48826
"Clara BERTRAND",Sentinelle,S23,14/08/2025,16:20:13,17:15:48,40,3899.97411,321.11,48.2,0,0,2,8,4,0,97.66538,21.20994
"Dayana PIERRE LOUIS",Sentinelle,S23,14/08/2025,16:20:13,17:15:48,40,3560.68175,263.02,31.55,0,0,2,2,2,0,89.16863,21.01402
"Emmy JEZEQUEL","Défenseur Central",S23,14/08/2025,16:20:13,17:15:48,40,3882.66782,270.76,35.3,0,0,2,7,4,0,97.23199,21.91262
"Fany PRONIEZ",Piston,S23,14/08/2025,16:20:13,17:15:48,40,3471.72975,199.22,67.39,14.94,1.77,7,10,8,2,86.94104,25.40988
"Kaina EL KOUMIR",Attaquante,S23,14/08/2025,16:20:13,17:15:48,40,3212.01346,145.44,35.75,3.62,0,7,4,4,0,80.43708,23.56473
"Laureen OILLIC",Piston,S23,14/08/2025,16:20:13,17:15:48,40,3549.6478,211.79,49,6.43,0.61,7,4,5,1,88.89231,25.19937
"Manon REVELLI",Piston,S23,14/08/2025,16:20:13,17:15:48,40,3459.56628,257.21,84.28,1.83,0,9,9,7,0,86.63644,23.07173
"Naomie VAGRE",Attaquante,S23,14/08/2025,16:20:13,17:15:48,40,3307.69627,195.02,59.05,5.31,0,5,6,6,0,82.83322,23.49769
"Romane LEJEUNE","Défenseur Central",S23,14/08/2025,16:20:13,17:15:48,40,3331.30658,170.66,41.42,9.06,0,2,5,5,1,83.42449,25.01724
"Lizzy MILLEQUANT",Attaquante,S23,14/08/2025,16:20:13,17:38:52,51,4552.37184,301.55,154.26,13.12,0,3,7,14,1,88.43621,23.63112
"Julia EVRARD",Sentinelle,S23,14/08/2025,16:20:13,17:38:52,54,4768.43521,351.49,130.73,0,0,4,13,13,0,88.33353,22.93673
"Alizée MEREAU",Attaquante,S23,14/08/2025,16:20:13,17:38:52,55,4692.07222,362.81,262.14999,8.81,0,13,2,24,0,85.82117,23.64399
"Carla POLITO",Sentinelle,S23,14/08/2025,16:20:13,17:38:52,56,5375.16765,274.84,58.61,0,0,3,5,6,0,95.87157,22.40214
"Emma SMAALI","Défenseur Central",S23,14/08/2025,16:20:13,17:38:52,56,5293.25049,353.45999,114.71,6.8,0,1,10,9,0,94.4105,23.4565
"Fatima EL GHAZOUANI","Défenseur Central",S23,14/08/2025,16:20:13,17:38:52,56,5411.73315,316.17,126.66,16.5,0,6,10,13,2,96.52376,24.1539
"Jennifer LIMAGE","Défenseur Central",S23,14/08/2025,16:20:13,17:38:52,56,5573.40822,456.45,175.71,5.08,0,10,14,14,0,99.4074,23.56099
"Lara KAZANDJIAN",Sentinelle,S23,14/08/2025,16:20:13,17:38:52,56,5508.97401,396.79,116.16,26.79,0,11,12,9,2,98.25815,24.65549
"Laurine PINOT","Défenseur Central",S23,14/08/2025,16:20:13,17:38:52,56,5511.28543,457.98,125.95,12.41,1.42,5,10,13,1,98.29937,25.25658
"Louann ARCHIER",Attaquante,S23,14/08/2025,16:20:13,17:38:52,56,5688.10689,449.06,199.98,57.75,4.01,7,19,20,6,101.45316,25.31718
"Sherly JEUDY",Attaquante,S23,14/08/2025,16:20:13,17:38:52,56,4926.40636,273.11,145.1,15.18,0,10,8,11,0,87.86746,23.60535
"Tess DAVID",Sentinelle,S23,14/08/2025,16:20:13,17:38:52,56,5807.68796,588.43001,222.42,0,0,8,5,20,0,103.58601,22.99546
"Ambre BOUCHARD",Gardienne,S23,14/08/2025,16:20:41,17:38:53,78,3090.3269,75.66,27.29,0,0,2,1,4,0,39.51538,21.02583
"Blandine JOLY",Gardienne,S23,14/08/2025,16:20:41,17:38:53,78,3028.06177,85.27,18.15,0,0,3,1,1,0,38.71921,20.17977
"Madelynn ANDERSON",Gardienne,S23,14/08/2025,16:20:41,17:38:53,78,2948.0127,73.44,18.72,0,0,2,2,2,0,37.69564,20.60292
