Name,"Position Name","Activity Name",Date,"Start Time","End Time","Field Time","Total Distance (m)","HSR Total distance (m)","VHSR Total Distance (m)","SPR Total Distance (m)","SPR + Total Distance (m)","Acceleration B2-3 Total Efforts (Gen 2)","Deceleration B2-3 Total Efforts (Gen 2)","VHSR + SPR effort","Sprint effort","Meterage Per Minute","Maximum Velocity (km/h)"
"Lizzy MILLEQUANT",Attaquante,"RCL - PSG",02/08/2025,14:39:42,14:50:56,11,1909.33069,0,0,0,0,0,0,0,0,169.97009,12.68379
"Blandine JOLY",Gardienne,"RCL - PSG",02/08/2025,14:16:35,15:49:15,65,3847.3335,65.19,4.74,0,0,3,4,1,0,59.40131,19.38409
"Ambre BOUCHARD",Gardienne,"RCL - PSG",02/08/2025,14:16:35,16:51:00,66,2970.59106,22.11,0,0,0,1,0,0,0,45.24478,16.82102
"Madelynn ANDERSON",Gardienne,"RCL - PSG",02/08/2025,14:16:35,16:51:00,67,2570.24908,34.18,0,0,0,1,1,0,0,38.25639,18.63061
"Lara KAZANDJIAN",Sentinelle,"RCL - PSG",02/08/2025,14:21:18,15:49:15,76,7688.76392,679.26999,240.75,37.38,0,11,27,22,2,101.51077,25.03843
"Laurine PINOT","Défenseur Central","RCL - PSG",02/08/2025,14:21:18,15:49:15,76,7036.97998,529.32,123.09,17.28,0,7,10,7,1,92.98335,24.8019
"Sherly JEUDY",Attaquante,"RCL - PSG",02/08/2025,14:21:18,15:49:15,76,7172.27588,472.28999,199.22,43.04,21.55,9,19,16,3,94.65852,26.41733
"Emmy JEZEQUEL","Défenseur Central","RCL - PSG",02/08/2025,14:21:18,15:49:15,76,7429.86841,433.23999,165.14,43.6,0,5,11,12,4,98.06228,24.98596
"Emma SMAALI","Défenseur Central","RCL - PSG",02/08/2025,14:21:18,15:49:15,76,6904.05103,413.77,116.01,10.11,0,2,10,9,1,90.99244,23.54308
"Fany PRONIEZ",Piston,"RCL - PSG",02/08/2025,14:21:18,15:49:15,76,7024.32007,568.80001,316.17999,27.16,29.67,24,32,30,2,92.57753,27.66717
"Fatima EL GHAZOUANI","Défenseur Central","RCL - PSG",02/08/2025,14:21:18,15:49:15,76,7622.35181,549.04,303.38001,64.1,0,7,18,24,6,100.45933,24.76168
"Julia EVRARD",Sentinelle,"RCL - PSG",02/08/2025,14:21:18,15:49:15,76,7199.90186,397.70002,91.59,1.6,0,5,8,7,0,94.89162,23.4591
"Kaina EL KOUMIR",Attaquante,"RCL - PSG",02/08/2025,14:21:18,15:49:15,76,7615.94897,664.57998,249.78,35.42,27.59,17,23,16,4,100.37495,27.85331
"Tess DAVID",Sentinelle,"RCL - PSG",02/08/2025,14:21:18,15:49:15,76,8073.94897,911.48,116.24,0,0,5,16,12,0,106.41119,22.09317
"Dayana PIERRE LOUIS",Sentinelle,"RCL - PSG",02/08/2025,14:21:53,16:51:00,104,7103.44458,568.10999,90.4,37.21,12.42,9,8,9,3,68.06652,25.59224
"Laureen OILLIC",Piston,"RCL - PSG",02/08/2025,14:21:53,16:51:00,104,7241.24731,558.73998,187.19,69.73,23.68,10,18,19,7,69.40803,26.1084
"Louann ARCHIER",Attaquante,"RCL - PSG",02/08/2025,14:21:53,16:51:00,104,8105.60529,658.35,298.65,102.72,55.05,13,23,26,10,77.71036,26.69265
"Naomie VAGRE",Attaquante,"RCL - PSG",02/08/2025,14:21:53,16:51:00,104,7239.56818,540.77001,177.34,55.07,3.36,10,15,14,5,69.36977,25.57733
"Aude GBEDJISSI",Attaquante,"RCL - PSG",02/08/2025,14:21:53,16:51:00,104,7813.65033,620.95999,277.13,52.65,4.11,19,23,22,4,74.8121,25.33205
"Clara BERTRAND",Sentinelle,"RCL - PSG",02/08/2025,14:21:53,16:51:00,104,8474.39838,911.79999,202.03,16.7,0,16,25,19,2,81.13846,24.75694
"Jennifer MEUNIER",Piston,"RCL - PSG",02/08/2025,14:21:53,16:51:00,104,7294.74933,524.75,257.26999,81.68,4.46,15,21,23,6,69.84386,26.3084
"Jennifer LIMAGE","Défenseur Central","RCL - PSG",02/08/2025,14:21:53,16:51:00,104,7392.31836,504.59,183.91,49.4,47.2,15,13,17,5,70.77804,27.49479
"Manon REVELLI",Piston,"RCL - PSG",02/08/2025,14:21:53,16:51:00,104,7851.83038,706.24002,361.10001,58.8,19.63,11,25,27,4,75.17766,25.96263
"Romane LEJEUNE","Défenseur Central","RCL - PSG",02/08/2025,14:21:53,16:51:00,104,6769.06757,507.19999,115.93,28.87,26.96,9,5,10,3,64.8107,26.35502
