Name,"Position Name","Activity Name",Date,"Start Time","End Time","Field Time","Total Distance (m)","HSR Total distance (m)","VHSR Total Distance (m)","SPR Total Distance (m)","SPR + Total Distance (m)","Acceleration B2-3 Total Efforts (Gen 2)","Deceleration B2-3 Total Efforts (Gen 2)","VHSR + SPR effort","Sprint effort","Meterage Per Minute","Maximum Velocity (km/h)"
"Tess DAVID",Sentinelle,S13,30/07/2025,11:14:31,12:18:59,49,3956.91644,621.64999,144.27,24.87,18.4,9,4,13,2,81.4306,25.74589
"Julia EVRARD",Sentinelle,S13,30/07/2025,11:14:31,12:39:25,52,4022.99918,194.02,1.5,0,0,1,3,0,0,78.10613,19.18384
"Alizée MEREAU",Attaquante,S13,30/07/2025,11:14:31,12:11:40,56,3278.49121,131.57001,33.12,0,0,14,0,2,0,58.0442,21.98166
"Aude GBEDJISSI",Attaquante,S13,30/07/2025,11:14:31,12:39:25,64,5518.45935,585.70999,244.04,37.94,14.64,14,16,19,4,86.15749,26.11527
"Carla POLITO",Sentinelle,S13,30/07/2025,11:14:31,12:39:25,64,5597.4585,345.84,31.61,0,0,4,3,4,0,87.39088,20.92995
"Clara BERTRAND",Sentinelle,S13,30/07/2025,11:14:31,12:39:25,64,5915.20276,814.13,164.26,0.61,0,11,13,16,0,92.35169,23.06481
"Dayana PIERRE LOUIS",Sentinelle,S13,30/07/2025,11:14:31,12:39:25,64,5523.77448,511.74999,90.17,5.67,0,9,9,7,1,86.24048,23.76126
"Emma SMAALI","Défenseur Central",S13,30/07/2025,11:14:31,12:39:25,64,5005.30646,296.98,31.47,0,0,3,4,2,0,78.14584,21.00693
"Emmy JEZEQUEL","Défenseur Central",S13,30/07/2025,11:14:31,12:39:25,64,5838.79901,556.37001,128.49,36.98,5.94,5,11,13,3,91.15883,26.11895
"Fany PRONIEZ",Piston,S13,30/07/2025,11:14:31,12:39:25,64,5332.4743,481.25,245.31,51.97,23.89,11,17,22,5,83.25378,28.06398
"Fatima EL GHAZOUANI","Défenseur Central",S13,30/07/2025,11:14:31,12:39:25,64,5775.6684,518.3,253.48,34.06,17.76,5,16,21,2,90.1732,26.14274
"Jennifer MEUNIER",Piston,S13,30/07/2025,11:14:31,12:39:25,64,5130.66766,446.56,265.01,43.42,3.9,6,9,18,3,80.10306,25.59217
"Jennifer LIMAGE","Défenseur Central",S13,30/07/2025,11:14:31,12:39:25,64,5561.93719,519.25,178.22,27.71,0,8,13,16,2,86.8363,24.34101
"Kaina EL KOUMIR",Attaquante,S13,30/07/2025,11:14:31,12:39:25,64,5421.0459,528.92999,170.52,44.87,11.47,8,11,15,5,84.63662,28.08752
"Lara KAZANDJIAN",Sentinelle,S13,30/07/2025,11:14:31,12:39:25,64,5461.95947,508.92001,120.31,23.37,2.17,17,20,8,2,85.27539,25.32427
"Laureen OILLIC",Piston,S13,30/07/2025,11:14:31,12:39:25,64,5827.74017,749.67999,223.72,58.99,0,11,9,19,5,90.98617,24.35707
"Laurine PINOT","Défenseur Central",S13,30/07/2025,11:14:31,12:39:25,64,5286.11597,405.01,249.25,54.44,0,5,11,17,3,82.53001,25.06732
"Louann ARCHIER",Attaquante,S13,30/07/2025,11:14:31,12:39:25,64,6162.5788,744.53,417.91,82.32,40.34,24,12,33,7,96.21387,27.65449
"Manon REVELLI",Piston,S13,30/07/2025,11:14:31,12:39:25,64,5289.67841,467.6,269.64,82.11,14.94,8,20,21,7,82.58563,26.00064
"Naomie VAGRE",Attaquante,S13,30/07/2025,11:14:31,12:39:25,64,5201.18927,480.20999,160,19.78,0,3,17,13,1,81.20408,24.41815
"Romane LEJEUNE","Défenseur Central",S13,30/07/2025,11:14:31,12:39:25,64,4970.53369,488.77,92,0,0,4,11,6,0,77.60295,22.91818
"Sherly JEUDY",Attaquante,S13,30/07/2025,11:14:31,12:39:25,64,5147.8291,513.89,153.11,13.72,0,9,19,14,2,80.37099,24.00387
"Ambre BOUCHARD",Gardienne,S13,30/07/2025,11:14:34,12:39:50,85,2911.38965,5.37,0,0,0,1,2,0,0,34.14753,16.16892
"Blandine JOLY",Gardienne,S13,30/07/2025,11:14:34,12:39:50,85,3712.92798,38.8,5.23,0,0,3,7,1,0,43.54872,20.15876
"Madelynn ANDERSON",Gardienne,S13,30/07/2025,11:14:34,12:39:50,85,2794.64478,13.5,0,0,0,5,6,0,0,32.77823,16.89633
